GAME_ID,GAME_DATE,MATCHUP,WL,PTS,PLUS_MINUS,TEAM,OPPONENT
0022301124,2024-04-04,DAL vs. ATL,W,109,14,DAL,ATL
0022301111,2024-04-04,MIA vs. PHI,L,105,-4,MIA,PHI
0022301122,2024-04-05,MIL vs. TOR,L,111,-6,MIL,TOR
0022301117,2024-04-05,WAS vs. POR,L,102,-6,WAS,POR
0022301125,2024-04-05,PHX vs. MIN,W,97,10,PHX,MIN
0022301121,2024-04-05,MEM vs. DET,W,108,18,MEM,DET
0022301123,2024-04-05,NOP vs. SAS,L,109,-2,NOP,SAS
0022301115,2024-04-05,CHA vs. ORL,W,124,9,CHA,ORL
0022301119,2024-04-05,CHI vs. NYK,W,108,8,CHI,NYK
0022301126,2024-04-05,LAC vs. UTA,W,131,29,LAC,UTA
0022301116,2024-04-05,IND vs. OKC,W,126,14,IND,OKC
0022301118,2024-04-05,BOS vs. SAC,W,101,1,BOS,SAC
0022301097,2024-04-05,DAL vs. GSW,W,108,2,DAL,GSW
0022301120,2024-04-05,HOU vs. MIA,L,104,-15,HOU,MIA
0022301128,2024-04-06,BKN vs. DET,W,113,10,BKN,DET
0022301130,2024-04-06,DEN vs. ATL,W,142,32,DEN,ATL
0022301129,2024-04-06,MEM vs. PHI,L,96,-20,MEM,PHI
0022301127,2024-04-06,LAL vs. CLE,W,116,19,LAL,CLE
0022301133,2024-04-07,IND vs. MIA,W,117,2,IND,MIA
0022301135,2024-04-07,CHA vs. OKC,L,118,-3,CHA,OKC
0022301142,2024-04-07,GSW vs. UTA,W,118,8,GSW,UTA
0022301132,2024-04-07,LAC vs. CLE,W,120,2,LAC,CLE
0022301134,2024-04-07,BOS vs. POR,W,124,17,BOS,POR
0022301143,2024-04-07,LAL vs. MIN,L,117,-10,LAL,MIN
0022301131,2024-04-07,DAL vs. HOU,W,147,11,DAL,HOU
0022301136,2024-04-07,ORL vs. CHI,W,113,15,ORL,CHI
0022301137,2024-04-07,TOR vs. WAS,W,130,8,TOR,WAS
0022301141,2024-04-07,BKN vs. SAC,L,77,-30,BKN,SAC
0022301139,2024-04-07,MIL vs. NYK,L,109,-13,MIL,NYK
0022301138,2024-04-07,PHX vs. NOP,L,105,-8,PHX,NOP
0022301140,2024-04-07,SAS vs. PHI,L,126,-7,SAS,PHI
0022301150,2024-04-09,HOU vs. ORL,W,118,12,HOU,ORL
0022301151,2024-04-09,MEM vs. SAS,L,87,-15,MEM,SAS
0022301144,2024-04-09,CHA vs. DAL,L,104,-26,CHA,DAL
0022301148,2024-04-09,MIL vs. BOS,W,104,13,MIL,BOS
0022301145,2024-04-09,PHI vs. DET,W,120,18,PHI,DET
0022301153,2024-04-09,OKC vs. SAC,W,112,7,OKC,SAC
0022301156,2024-04-09,PHX vs. LAC,L,92,-13,PHX,LAC
0022301157,2024-04-09,POR vs. NOP,L,100,-10,POR,NOP
0022301152,2024-04-09,MIN vs. WAS,W,130,9,MIN,WAS
0022301154,2024-04-09,UTA vs. DEN,L,95,-16,UTA,DEN
0022301146,2024-04-09,TOR vs. IND,L,123,-17,TOR,IND
0022301147,2024-04-09,ATL vs. MIA,L,111,-6,ATL,MIA
0022301155,2024-04-09,LAL vs. GSW,L,120,-14,LAL,GSW
0022301149,2024-04-09,CHI vs. NYK,L,117,-11,CHI,NYK
0022301160,2024-04-10,BKN vs. TOR,W,106,4,BKN,TOR
0022301165,2024-04-10,LAC vs. PHX,L,108,-16,LAC,PHX
0022301163,2024-04-10,OKC vs. SAS,W,127,38,OKC,SAS
0022301158,2024-04-10,CLE vs. MEM,W,110,12,CLE,MEM
0022301159,2024-04-10,ATL vs. CHA,L,114,-1,ATL,CHA
0022301164,2024-04-10,DEN vs. MIN,W,116,9,DEN,MIN
0022301161,2024-04-10,MIA vs. DAL,L,92,-19,MIA,DAL
0022301162,2024-04-10,MIL vs. ORL,W,117,18,MIL,ORL
0022301166,2024-04-11,DET vs. CHI,L,105,-22,DET,CHI
0022301167,2024-04-11,BOS vs. NYK,L,109,-9,BOS,NYK
0022301170,2024-04-11,SAC vs. NOP,L,123,-12,SAC,NOP
0022301169,2024-04-11,POR vs. GSW,L,92,-8,POR,GSW
0022301168,2024-04-11,UTA vs. HOU,W,124,3,UTA,HOU
0022301173,2024-04-12,BOS vs. CHA,W,131,33,BOS,CHA
0022301182,2024-04-12,GSW vs. NOP,L,109,-5,GSW,NOP
0022301178,2024-04-12,MIN vs. ATL,W,109,3,MIN,ATL
0022301171,2024-04-12,PHI vs. ORL,W,125,12,PHI,ORL
0022301181,2024-04-12,DAL vs. DET,L,89,-18,DAL,DET
0022301179,2024-04-12,OKC vs. MIL,W,125,18,OKC,MIL
0022301172,2024-04-12,WAS vs. CHI,L,127,-2,WAS,CHI
0022301183,2024-04-12,POR vs. HOU,L,107,-9,POR,HOU
0022301176,2024-04-12,MIA vs. TOR,W,125,22,MIA,TOR
0022301185,2024-04-12,SAC vs. PHX,L,107,-1,SAC,PHX
0022301184,2024-04-12,LAC vs. UTA,L,109,-1,LAC,UTA
0022301174,2024-04-12,CLE vs. IND,W,129,9,CLE,IND
0022301175,2024-04-12,NYK vs. BKN,W,111,4,NYK,BKN
0022301180,2024-04-12,SAS vs. DEN,W,121,1,SAS,DEN
0022301177,2024-04-12,MEM vs. LAL,L,120,-3,MEM,LAL
0022301188,2024-04-14,IND vs. ATL,W,157,42,IND,ATL
0022301186,2024-04-14,BOS vs. WAS,W,132,10,BOS,WAS
0022301200,2024-04-14,SAC vs. POR,W,121,39,SAC,POR
0022301195,2024-04-14,NOP vs. LAL,L,108,-16,NOP,LAL
0022301190,2024-04-14,NYK vs. CHI,W,120,1,NYK,CHI
0022301194,2024-04-14,MIN vs. PHX,L,106,-19,MIN,PHX
0022301193,2024-04-14,MEM vs. DEN,L,111,-15,MEM,DEN
0022301189,2024-04-14,MIA vs. TOR,W,118,15,MIA,TOR
0022301199,2024-04-14,LAC vs. HOU,L,105,-11,LAC,HOU
0022301198,2024-04-14,GSW vs. UTA,W,123,7,GSW,UTA
0022301191,2024-04-14,ORL vs. MIL,W,113,25,ORL,MIL
0022301197,2024-04-14,SAS vs. DET,W,123,28,SAS,DET
0022301192,2024-04-14,PHI vs. BKN,W,107,21,PHI,BKN
0022301196,2024-04-14,OKC vs. DAL,W,135,49,OKC,DAL
0022301187,2024-04-14,CLE vs. CHA,L,110,-10,CLE,CHA
